line_item_id;costs;actions;date
37457;0.0000;1182.0000;20160916
37458;0.0000;6904.0000;20160916
37459;38221.8046;5472.0000;20160916
37460;624716.1900;369402.0000;20160916
37461;639511.1520;698712.0000;20160916
37463;0.0000;5673.0000;20160916
37464;0.0000;1573548.0000;20160916
37465;0.0000;663072.0000;20160916
37466;0.0000;774.0000;20160916
37467;0.0000;53199.0000;20160916
37468;0.0000;44.0000;20160916
37469;0.0000;74262.0000;20160916
37470;0.0000;78615.0000;20160916
37472;0.0000;258.0000;20160916
37473;0.0000;0.0000;20160916
37474;71594.7800;190698.0000;20160916
37475;25340.5200;69735.0000;20160916
37476;1731232.5800;209304.0000;20160916
37477;0.0000;17352.0000;20160916
37478;2153926.1200;253365.0000;20160916
37479;0.0000;5628.0000;20160916
37480;0.0000;2126.0000;20160916
37481;0.0000;90.0000;20160916
37482;0.0000;35778.0000;20160916
37483;0.0000;5924.0000;20160916
37484;0.0000;0.0000;20160916
37485;0.0000;0.0000;20160916
37486;0.0000;8.0000;20160916
37487;1405.8000;675.0000;20160916
37488;0.0000;10.0000;20160916
37489;0.0000;1.0000;20160916
37490;0.0000;4173.0000;20160916
37491;108237.9375;18582.0000;20160916
37492;71030.4000;145584.0000;20160916
37493;0.0000;933.0000;20160916
37494;0.0000;34.0000;20160916
37651;3106.4900;16644.0000;20160916
37662;214776.4200;49152.0000;20160916
-99;0.0000;3743727950.2970;20160917
37447;0.0000;1410.0000;20160917
37448;0.0000;993.0000;20160917
37449;0.0000;159963.0000;20160917
37450;374355.8000;70869.0000;20160917
37451;299939.7600;83082.0000;20160917
37452;4824472.1700;826155.0000;20160917
37455;0.0000;556464.0000;20160917
37456;0.0000;0.0000;20160917
37457;0.0000;1773.0000;20160917
37458;0.0000;6904.0000;20160917
37459;22245.6806;5472.0000;20160917
37460;410527.7820;369402.0000;20160917
37461;1010840.2080;698712.0000;20160917
37463;0.0000;5673.0000;20160917
37464;0.0000;1573548.0000;20160917
37465;0.0000;663072.0000;20160917
37466;0.0000;774.0000;20160917
37467;0.0000;53199.0000;20160917
37468;0.0000;44.0000;20160917
37469;0.0000;74262.0000;20160917
37470;0.0000;78615.0000;20160917
37472;0.0000;258.0000;20160917
37473;0.0000;0.0000;20160917
37474;23248.6600;190698.0000;20160917
37475;6694.5700;69735.0000;20160917
37476;1461191.2700;209304.0000;20160917
37477;0.0000;17352.0000;20160917
37478;2381334.6600;253365.0000;20160917
37479;0.0000;5628.0000;20160917
37480;0.0000;2126.0000;20160917
37481;0.0000;90.0000;20160917
37482;0.0000;35778.0000;20160917
37483;0.0000;5924.0000;20160917
37484;0.0000;0.0000;20160917
37485;0.0000;0.0000;20160917
37486;0.0000;8.0000;20160917
37487;2990.5200;675.0000;20160917
37488;0.0000;10.0000;20160917
37489;0.0000;1.0000;20160917
37490;0.0000;4173.0000;20160917
37491;68200.6255;18582.0000;20160917
37492;62901.3000;145584.0000;20160917
37493;0.0000;933.0000;20160917
37494;0.0000;34.0000;20160917
37651;2258.1700;16644.0000;20160917
37662;212032.9800;49152.0000;20160917
-99;0.0000;3743727950.2970;20160918
37447;0.0000;1410.0000;20160918
37448;0.0000;993.0000;20160918
37449;0.0000;159963.0000;20160918
37450;577936.7100;70869.0000;20160918
37451;304068.0600;83082.0000;20160918
37452;4660497.8700;826155.0000;20160918
37455;0.0000;556464.0000;20160918
37456;0.0000;0.0000;20160918
37457;0.0000;1773.0000;20160918
37458;0.0000;6904.0000;20160918
37459;24958.2458;5472.0000;20160918
37460;785357.4960;369402.0000;20160918
37461;598252.3680;698712.0000;20160918
37463;0.0000;5673.0000;20160918
37464;0.0000;1049032.0000;20160918
37465;0.0000;663072.0000;20160918
