"costs";"clicks";"visits";"sql_date";"strategy_id"
0.0000;0;0;"2016-12-12";751
5.9994;33;228;"2016-12-12";744
89.7374;0;696;"2016-12-12";260
46.8195;0;102;"2016-12-12";210
0.0000;0;955;"2016-12-12";-1
0.0000;0;108;"2016-12-12";-2
0.0000;0;2191;"2016-12-12";-3
0.0000;0;119;"2016-12-12";-4
0.0000;0;0;"2016-12-12";-5
82.6348;0;0;"2016-12-12";-6
0.0000;0;0;"2016-12-12";-7
118.4629;0;0;"2016-12-11";8398
6.3336;52;101;"2016-12-11";8005
97.2573;289;357;"2016-12-11";7487
113.7742;0;0;"2016-12-11";6957
0.0000;0;0;"2016-12-11";6945
0.0000;0;0;"2016-12-11";6944
129.2516;0;0;"2016-12-11";6788
0.0000;0;0;"2016-12-11";6734
383.6877;0;0;"2016-12-11";6718
97.7419;0;0;"2016-12-11";6579
0.0000;0;50;"2016-12-11";6413
0.0000;0;0;"2016-12-11";6412
0.0000;0;0;"2016-12-11";6411
172.6718;197;203;"2016-12-11";6317
240.0272;211;211;"2016-12-11";6316
474.1776;489;434;"2016-12-11";6315
1.5733;8;6;"2016-12-11";6314
4.9532;35;35;"2016-12-11";6313
82.0526;206;152;"2016-12-11";6312
49.7959;106;88;"2016-12-11";6311
0.0000;0;20;"2016-12-11";6308
0.0000;0;0;"2016-12-11";5687
0.0000;0;0;"2016-12-11";4307
0.0000;0;0;"2016-12-11";3568
0.0000;0;0;"2016-12-11";3566
0.0000;0;0;"2016-12-11";3565
0.0000;0;0;"2016-12-11";2902
0.0000;0;17;"2016-12-11";2766
0.0000;0;193;"2016-12-11";2763
0.0000;0;1;"2016-12-11";2561
0.0000;0;0;"2016-12-11";2560
0.0000;0;1;"2016-12-11";2559
8.0766;7;10;"2016-12-11";2233
7.1246;4;5;"2016-12-11";2231
0.0000;0;1;"2016-12-11";752
0.0000;0;0;"2016-12-11";751
4.1814;23;167;"2016-12-11";744
93.6390;0;678;"2016-12-11";260
19.5081;0;98;"2016-12-11";210
0.0000;0;735;"2016-12-11";-1
0.0000;0;80;"2016-12-11";-2
0.0000;0;2122;"2016-12-11";-3
0.0000;0;95;"2016-12-11";-4
0.0000;0;0;"2016-12-11";-5
82.6348;0;0;"2016-12-11";-6
0.0000;0;0;"2016-12-11";-7
116.6651;0;0;"2016-12-10";8398
5.3085;36;59;"2016-12-10";8005
148.3829;265;322;"2016-12-10";7487
113.7742;0;0;"2016-12-10";6957
0.0000;0;0;"2016-12-10";6945
0.0000;0;0;"2016-12-10";6944
129.2516;0;0;"2016-12-10";6788
0.0000;0;0;"2016-12-10";6734
383.6877;0;7;"2016-12-10";6718
97.7419;0;0;"2016-12-10";6579
0.0000;0;53;"2016-12-10";6413
0.0000;0;0;"2016-12-10";6412
0.0000;0;0;"2016-12-10";6411
195.1845;216;229;"2016-12-10";6317
256.6022;221;189;"2016-12-10";6316
538.9447;475;432;"2016-12-10";6315
0.9744;7;8;"2016-12-10";6314
6.5366;38;41;"2016-12-10";6313
66.2085;171;136;"2016-12-10";6312
33.9924;79;61;"2016-12-10";6311
0.0000;0;22;"2016-12-10";6308
0.0000;0;1;"2016-12-10";5687
0.0000;0;0;"2016-12-10";4307
0.0000;0;0;"2016-12-10";3568
0.0000;0;0;"2016-12-10";3566
0.0000;0;0;"2016-12-10";3565
0.0000;0;0;"2016-12-10";2902
0.0000;0;25;"2016-12-10";2766
0.0000;0;317;"2016-12-10";2763
0.0000;0;0;"2016-12-10";2561
0.0000;0;0;"2016-12-10";2560
0.0000;0;5;"2016-12-10";2559
8.0459;8;7;"2016-12-10";2233
6.8858;8;7;"2016-12-10";2231
0.0000;0;0;"2016-12-10";752
0.0000;0;1;"2016-12-10";751
3.4542;19;177;"2016-12-10";744
101.4423;0;612;"2016-12-10";260
7.8033;0;82;"2016-12-10";210
0.0000;0;780;"2016-12-10";-1
0.0000;0;70;"2016-12-10";-2
0.0000;0;1886;"2016-12-10";-3
0.0000;0;103;"2016-12-10";-4
0.0000;0;0;"2016-12-10";-5
82.6348;0;0;"2016-12-10";-6
0.0000;0;0;"2016-12-10";-7
84.2138;0;0;"2016-12-09";8398
16.6359;100;135;"2016-12-09";8005
266.2650;341;384;"2016-12-09";7487
113.7742;0;0;"2016-12-09";6957
0.0000;0;0;"2016-12-09";6945
0.0000;0;0;"2016-12-09";6944
129.2516;0;0;"2016-12-09";6788
0.0000;0;0;"2016-12-09";6734
383.6877;0;12;"2016-12-09";6718
97.7419;0;0;"2016-12-09";6579
0.0000;0;58;"2016-12-09";6413
0.0000;0;0;"2016-12-09";6412
0.0000;0;0;"2016-12-09";6411
209.9223;233;242;"2016-12-09";6317
482.1352;417;405;"2016-12-09";6316
534.9964;483;442;"2016-12-09";6315
4.7401;11;12;"2016-12-09";6314
6.6381;36;33;"2016-12-09";6313
126.8953;259;190;"2016-12-09";6312
58.8193;113;102;"2016-12-09";6311
0.0000;0;20;"2016-12-09";6308
0.0000;0;0;"2016-12-09";5687
0.0000;0;0;"2016-12-09";4307
0.0000;0;0;"2016-12-09";3568
0.0000;0;0;"2016-12-09";3566
0.0000;0;0;"2016-12-09";3565
0.0000;0;0;"2016-12-09";2902
0.0000;0;27;"2016-12-09";2766
0.0000;0;766;"2016-12-09";2763
0.0000;0;0;"2016-12-09";2561
0.0000;0;0;"2016-12-09";2560
0.0000;0;5;"2016-12-09";2559
9.5909;14;18;"2016-12-09";2233
8.1507;6;5;"2016-12-09";2231
0.0000;0;1;"2016-12-09";752
0.0000;0;0;"2016-12-09";751
4.9086;27;132;"2016-12-09";744
74.1309;0;652;"2016-12-09";260
0.0000;0;108;"2016-12-09";210
0.0000;0;1009;"2016-12-09";-1
0.0000;0;190;"2016-12-09";-2
0.0000;0;2186;"2016-12-09";-3
0.0000;0;103;"2016-12-09";-4
0.0000;0;0;"2016-12-09";-5
82.6348;0;0;"2016-12-09";-6
0.0000;0;0;"2016-12-09";-7
59.6708;0;0;"2016-12-08";8398
8.8001;91;149;"2016-12-08";8005
146.3935;335;401;"2016-12-08";7487
113.7742;0;0;"2016-12-08";6957
0.0000;0;0;"2016-12-08";6945
0.0000;0;0;"2016-12-08";6944
129.2516;0;0;"2016-12-08";6788
0.0000;0;0;"2016-12-08";6734
383.6877;0;9;"2016-12-08";6718
97.7419;0;0;"2016-12-08";6579
0.0000;0;55;"2016-12-08";6413
0.0000;0;0;"2016-12-08";6412
0.0000;0;0;"2016-12-08";6411
194.2913;212;227;"2016-12-08";6317
460.9623;403;371;"2016-12-08";6316
484.0738;431;412;"2016-12-08";6315
1.8270;5;6;"2016-12-08";6314
7.2877;34;35;"2016-12-08";6313
119.1204;248;189;"2016-12-08";6312
57.3171;137;117;"2016-12-08";6311
0.0000;0;13;"2016-12-08";6308
0.0000;0;1;"2016-12-08";5687
0.0000;0;0;"2016-12-08";4307
0.0000;0;0;"2016-12-08";3568
0.0000;0;0;"2016-12-08";3566
0.0000;0;0;"2016-12-08";3565
0.0000;0;0;"2016-12-08";2902
0.0000;0;27;"2016-12-08";2766
0.0000;0;51;"2016-12-08";2763
0.0000;0;0;"2016-12-08";2561
0.0000;0;0;"2016-12-08";2560
0.0000;0;5;"2016-12-08";2559
10.7982;11;10;"2016-12-08";2233
7.8949;9;9;"2016-12-08";2231
0.0000;0;2;"2016-12-08";752
0.0000;0;0;"2016-12-08";751
3.8178;21;112;"2016-12-08";744
93.6390;0;765;"2016-12-08";260
132.6553;0;88;"2016-12-08";210
0.0000;0;879;"2016-12-08";-1
0.0000;0;271;"2016-12-08";-2
0.0000;0;2070;"2016-12-08";-3
0.0000;0;130;"2016-12-08";-4
0.0000;0;0;"2016-12-08";-5
82.6348;0;0;"2016-12-08";-6
0.0000;0;0;"2016-12-08";-7
103.1412;0;0;"2016-12-07";8398
13.3777;103;146;"2016-12-07";8005
85.6254;302;358;"2016-12-07";7487
113.7742;0;0;"2016-12-07";6957
0.0000;0;0;"2016-12-07";6945
0.0000;0;0;"2016-12-07";6944
129.2516;0;0;"2016-12-07";6788
0.0000;0;0;"2016-12-07";6734
383.6877;0;18;"2016-12-07";6718
97.7419;0;0;"2016-12-07";6579
0.0000;0;67;"2016-12-07";6413
0.0000;0;0;"2016-12-07";6412
0.0000;0;0;"2016-12-07";6411
193.0733;221;236;"2016-12-07";6317
523.4457;441;411;"2016-12-07";6316
479.0902;468;429;"2016-12-07";6315
1.8270;15;16;"2016-12-07";6314
10.2820;37;44;"2016-12-07";6313
116.2683;258;199;"2016-12-07";6312
74.0240;153;140;"2016-12-07";6311
0.0000;0;18;"2016-12-07";6308
0.0000;0;0;"2016-12-07";5687
0.0000;0;0;"2016-12-07";4307
0.0000;0;0;"2016-12-07";3568
0.0000;0;0;"2016-12-07";3566
0.0000;0;0;"2016-12-07";3565
0.0000;0;0;"2016-12-07";2902
0.0000;0;20;"2016-12-07";2766
0.0000;0;87;"2016-12-07";2763
0.0000;0;0;"2016-12-07";2561
0.0000;0;0;"2016-12-07";2560
0.0000;0;11;"2016-12-07";2559
10.6037;9;9;"2016-12-07";2233
8.2070;10;11;"2016-12-07";2231
0.0000;0;3;"2016-12-07";752
0.0000;0;0;"2016-12-07";751
3.0906;17;159;"2016-12-07";744
97.5406;0;942;"2016-12-07";260
39.0163;0;117;"2016-12-07";210
0.0000;0;861;"2016-12-07";-1
0.0000;0;150;"2016-12-07";-2
0.0000;0;2253;"2016-12-07";-3
0.0000;0;112;"2016-12-07";-4
0.0000;0;0;"2016-12-07";-5
82.6348;0;0;"2016-12-07";-6
0.0000;0;0;"2016-12-07";-7
106.0399;0;0;"2016-12-06";8398
7.4704;101;161;"2016-12-06";8005
116.8164;291;329;"2016-12-06";7487
113.7742;0;0;"2016-12-06";6957
0.0000;0;0;"2016-12-06";6945
1.2586;2;3;"2016-12-06";6944
129.2516;0;0;"2016-12-06";6788
0.0000;0;0;"2016-12-06";6734
383.6877;0;11;"2016-12-06";6718
97.7419;0;0;"2016-12-06";6579
0.0000;0;68;"2016-12-06";6413
0.0000;0;0;"2016-12-06";6412
0.0000;0;0;"2016-12-06";6411
188.4754;215;218;"2016-12-06";6317
466.5346;437;408;"2016-12-06";6316
419.4995;431;400;"2016-12-06";6315
3.0044;10;10;"2016-12-06";6314
11.4289;44;42;"2016-12-06";6313
133.8684;275;225;"2016-12-06";6312
53.8153;124;118;"2016-12-06";6311
0.0000;0;14;"2016-12-06";6308
0.0000;0;0;"2016-12-06";5687
0.0000;0;0;"2016-12-06";4307
0.0000;0;0;"2016-12-06";3568
0.0000;0;0;"2016-12-06";3566
0.0000;0;0;"2016-12-06";3565
0.0000;0;0;"2016-12-06";2902
0.0000;0;33;"2016-12-06";2766
0.0000;0;9;"2016-12-06";2763
0.0000;0;0;"2016-12-06";2561
0.0000;0;0;"2016-12-06";2560
0.0000;0;11;"2016-12-06";2559
12.0720;8;11;"2016-12-06";2233
7.2514;14;14;"2016-12-06";2231
0.0000;0;1;"2016-12-06";752
0.0000;0;0;"2016-12-06";751
3.8178;21;175;"2016-12-06";744
66.3276;0;1130;"2016-12-06";260
85.8358;0;105;"2016-12-06";210
0.0000;0;999;"2016-12-06";-1
0.0000;0;129;"2016-12-06";-2
0.0000;0;2313;"2016-12-06";-3
0.0000;0;108;"2016-12-06";-4
0.0000;0;0;"2016-12-06";-5
82.6348;0;0;"2016-12-06";-6
0.0000;0;0;"2016-12-06";-7
114.7259;0;0;"2016-12-05";8398
12.8601;114;170;"2016-12-05";8005
104.1898;285;332;"2016-12-05";7487
113.7742;0;0;"2016-12-05";6957
0.0000;0;0;"2016-12-05";6945
0.8425;1;1;"2016-12-05";6944
129.2516;0;0;"2016-12-05";6788
0.0000;0;2;"2016-12-05";6734
383.6877;0;3;"2016-12-05";6718
97.7419;0;0;"2016-12-05";6579
0.0000;0;81;"2016-12-05";6413
0.0000;0;0;"2016-12-05";6412
0.0000;0;0;"2016-12-05";6411
185.3390;211;216;"2016-12-05";6317
397.3116;380;359;"2016-12-05";6316
454.0298;443;436;"2016-12-05";6315
2.4563;16;16;"2016-12-05";6314
8.4448;25;30;"2016-12-05";6313
125.5048;257;208;"2016-12-05";6312
56.2818;142;131;"2016-12-05";6311
0.0000;0;20;"2016-12-05";6308
0.0000;0;1;"2016-12-05";5687
0.0000;0;0;"2016-12-05";4307
0.0000;0;0;"2016-12-05";3568
0.0000;0;0;"2016-12-05";3566
0.0000;0;0;"2016-12-05";3565
0.0000;0;0;"2016-12-05";2902
0.0000;0;39;"2016-12-05";2766
0.0000;0;16;"2016-12-05";2763
0.0000;0;0;"2016-12-05";2561
0.0000;0;1;"2016-12-05";2560
0.0000;0;5;"2016-12-05";2559
10.5587;14;21;"2016-12-05";2233
7.6712;8;10;"2016-12-05";2231
0.0000;0;2;"2016-12-05";752
0.0000;0;0;"2016-12-05";751
3.2724;18;186;"2016-12-05";744
54.6228;0;1522;"2016-12-05";260
31.2130;0;108;"2016-12-05";210
0.0000;0;878;"2016-12-05";-1
0.0000;0;142;"2016-12-05";-2
0.0000;0;2350;"2016-12-05";-3
0.0000;0;86;"2016-12-05";-4
0.0000;0;0;"2016-12-05";-5
82.6348;0;0;"2016-12-05";-6
0.0000;0;0;"2016-12-05";-7
80.8101;0;0;"2016-12-04";8398
10.2008;74;118;"2016-12-04";8005
100.7997;256;305;"2016-12-04";7487
113.7742;0;0;"2016-12-04";6957
0.0000;0;0;"2016-12-04";6945
0.4365;1;1;"2016-12-04";6944
129.2516;0;0;"2016-12-04";6788
0.0000;0;0;"2016-12-04";6734
383.6877;0;0;"2016-12-04";6718
97.7419;0;0;"2016-12-04";6579
0.0000;0;70;"2016-12-04";6413
0.0000;0;0;"2016-12-04";6412
0.0000;0;0;"2016-12-04";6411
230.4355;269;266;"2016-12-04";6317
359.5130;369;335;"2016-12-04";6316
525.4452;491;481;"2016-12-04";6315
0.4872;6;4;"2016-12-04";6314
4.0194;32;37;"2016-12-04";6313
68.5531;146;136;"2016-12-04";6312
70.9688;153;132;"2016-12-04";6311
0.0000;0;24;"2016-12-04";6308
0.0000;0;0;"2016-12-04";5687
0.0000;0;0;"2016-12-04";4307
0.0000;0;0;"2016-12-04";3568
0.0000;0;0;"2016-12-04";3566
0.0000;0;0;"2016-12-04";3565
0.0000;0;0;"2016-12-04";2902
0.0000;0;13;"2016-12-04";2766
0.0000;0;13;"2016-12-04";2763
0.0000;0;0;"2016-12-04";2561
0.0000;0;0;"2016-12-04";2560
0.0000;0;1;"2016-12-04";2559
8.7489;13;19;"2016-12-04";2233
7.1891;7;7;"2016-12-04";2231
2.0604;0;3;"2016-12-04";752
0.0000;0;0;"2016-12-04";751
3.9996;22;137;"2016-12-04";744
78.0325;0;1823;"2016-12-04";260
46.8195;0;106;"2016-12-04";210
0.0000;0;849;"2016-12-04";-1
0.0000;0;138;"2016-12-04";-2
0.0000;0;2255;"2016-12-04";-3
0.0000;0;111;"2016-12-04";-4
0.0000;0;0;"2016-12-04";-5
82.6348;0;0;"2016-12-04";-6
0.0000;0;0;"2016-12-04";-7
93.0109;0;0;"2016-12-03";8398
20.5335;88;121;"2016-12-03";8005
72.9379;230;268;"2016-12-03";7487
113.7742;0;0;"2016-12-03";6957
0.0000;0;0;"2016-12-03";6945
0.0000;0;0;"2016-12-03";6944
129.2516;0;0;"2016-12-03";6788
0.0000;0;0;"2016-12-03";6734
383.6877;0;8;"2016-12-03";6718
97.7419;0;0;"2016-12-03";6579
0.0000;0;57;"2016-12-03";6413
0.0000;0;0;"2016-12-03";6412
0.0000;0;0;"2016-12-03";6411
254.3387;286;292;"2016-12-03";6317
317.1774;343;302;"2016-12-03";6316
440.3882;409;409;"2016-12-03";6315
0.7816;9;7;"2016-12-03";6314
3.5221;25;29;"2016-12-03";6313
64.1480;152;121;"2016-12-03";6312
42.0007;99;87;"2016-12-03";6311
0.0000;0;34;"2016-12-03";6308
0.0000;0;1;"2016-12-03";5687
0.0000;0;0;"2016-12-03";4307
0.0000;0;0;"2016-12-03";3568
0.0000;0;0;"2016-12-03";3566
0.0000;0;0;"2016-12-03";3565
0.0000;0;0;"2016-12-03";2902
0.0000;0;26;"2016-12-03";2766
0.0000;0;7;"2016-12-03";2763
0.0000;0;0;"2016-12-03";2561
0.0000;0;0;"2016-12-03";2560
0.0000;0;4;"2016-12-03";2559
8.9441;8;11;"2016-12-03";2233
6.9662;3;3;"2016-12-03";2231
2.0705;0;31;"2016-12-03";752
0.0000;0;0;"2016-12-03";751
3.0906;17;151;"2016-12-03";744
97.5406;0;3227;"2016-12-03";260
3.9016;0;97;"2016-12-03";210
0.0000;0;767;"2016-12-03";-1
0.0000;0;141;"2016-12-03";-2
0.0000;0;2025;"2016-12-03";-3
0.0000;0;86;"2016-12-03";-4
0.0000;0;0;"2016-12-03";-5
82.6348;0;0;"2016-12-03";-6
0.0000;0;0;"2016-12-03";-7
74.2350;0;0;"2016-12-02";8398
18.7065;129;181;"2016-12-02";8005
75.4551;266;304;"2016-12-02";7487
113.7742;0;0;"2016-12-02";6957
0.0000;0;0;"2016-12-02";6945
0.0000;0;0;"2016-12-02";6944
129.2516;0;0;"2016-12-02";6788
0.0000;0;0;"2016-12-02";6734
383.6877;0;0;"2016-12-02";6718
97.7419;0;0;"2016-12-02";6579
0.0000;0;108;"2016-12-02";6413
0.0000;0;0;"2016-12-02";6412
0.0000;0;0;"2016-12-02";6411
231.4403;264;281;"2016-12-02";6317
267.0465;289;290;"2016-12-02";6316
474.5531;414;403;"2016-12-02";6315
1.1267;15;10;"2016-12-02";6314
6.5975;32;40;"2016-12-02";6313
129.8997;249;188;"2016-12-02";6312
62.9909;135;113;"2016-12-02";6311
0.0000;0;40;"2016-12-02";6308
0.0000;0;0;"2016-12-02";5687
0.0000;0;0;"2016-12-02";4307
0.0000;0;0;"2016-12-02";3568
0.0000;0;0;"2016-12-02";3566
0.0000;0;0;"2016-12-02";3565
0.0000;0;0;"2016-12-02";2902
0.0000;0;35;"2016-12-02";2766
0.0000;0;13;"2016-12-02";2763
0.0000;0;1;"2016-12-02";2561
0.0000;0;0;"2016-12-02";2560
0.0000;0;12;"2016-12-02";2559
11.9085;10;11;"2016-12-02";2233
8.1771;8;8;"2016-12-02";2231
2.0705;0;29;"2016-12-02";752
0.0000;0;0;"2016-12-02";751
1.8180;10;119;"2016-12-02";744
117.0488;0;3838;"2016-12-02";260
39.0163;0;113;"2016-12-02";210
0.0000;0;885;"2016-12-02";-1
0.0000;0;291;"2016-12-02";-2
0.0000;0;2203;"2016-12-02";-3
0.0000;0;95;"2016-12-02";-4
0.0000;0;0;"2016-12-02";-5
82.6348;0;0;"2016-12-02";-6
0.0000;0;0;"2016-12-02";-7
61.6504;0;0;"2016-12-01";8398
12.1699;126;169;"2016-12-01";8005
61.0929;254;313;"2016-12-01";7487
113.7742;0;0;"2016-12-01";6957
0.0000;0;0;"2016-12-01";6945
0.0000;0;0;"2016-12-01";6944
129.2516;0;0;"2016-12-01";6788
0.0000;0;0;"2016-12-01";6734
383.6877;0;14;"2016-12-01";6718
97.7419;0;0;"2016-12-01";6579
0.0000;0;141;"2016-12-01";6413
0.0000;0;0;"2016-12-01";6412
0.0000;0;0;"2016-12-01";6411
219.9505;252;265;"2016-12-01";6317
216.6721;260;264;"2016-12-01";6316
444.9253;426;415;"2016-12-01";6315
1.5733;11;18;"2016-12-01";6314
5.0953;28;34;"2016-12-01";6313
156.3912;260;220;"2016-12-01";6312
67.6396;138;114;"2016-12-01";6311
0.0000;0;35;"2016-12-01";6308
0.0000;0;0;"2016-12-01";5687
0.0000;0;0;"2016-12-01";4307
0.0000;0;0;"2016-12-01";3568
0.0000;0;0;"2016-12-01";3566
0.0000;0;0;"2016-12-01";3565
0.0000;0;0;"2016-12-01";2902
0.0000;0;44;"2016-12-01";2766
0.0000;0;18;"2016-12-01";2763
0.0000;0;0;"2016-12-01";2561
0.0000;0;0;"2016-12-01";2560
0.0000;0;7;"2016-12-01";2559
13.0317;13;18;"2016-12-01";2233
8.1479;10;9;"2016-12-01";2231
2.0705;0;52;"2016-12-01";752
0.0000;0;0;"2016-12-01";751
4.3632;24;104;"2016-12-01";744
128.7536;0;5466;"2016-12-01";260
19.5081;0;128;"2016-12-01";210
0.0000;0;966;"2016-12-01";-1
0.0000;0;418;"2016-12-01";-2
0.0000;0;2264;"2016-12-01";-3
0.0000;0;110;"2016-12-01";-4
0.0000;0;0;"2016-12-01";-5
82.6348;0;0;"2016-12-01";-6
0.0000;0;0;"2016-12-01";-7
67.6801;0;0;"2016-11-30";8397
14.9307;132;186;"2016-11-30";8005
71.8417;310;360;"2016-11-30";7487
117.5667;0;0;"2016-11-30";6957
0.0000;0;0;"2016-11-30";6945
1.9590;4;2;"2016-11-30";6944
133.5600;0;0;"2016-11-30";6788
0.0000;0;0;"2016-11-30";6734
396.4773;0;12;"2016-11-30";6718
0.0000;0;0;"2016-11-30";6606
101.0000;0;0;"2016-11-30";6579
0.0000;0;248;"2016-11-30";6413
0.0000;0;0;"2016-11-30";6412
0.0000;0;0;"2016-11-30";6411
0.0000;0;0;"2016-11-30";6383
225.5127;260;271;"2016-11-30";6317
254.8056;285;267;"2016-11-30";6316
505.6933;466;436;"2016-11-30";6315
3.3394;8;14;"2016-11-30";6314
4.1615;37;45;"2016-11-30";6313
148.9716;289;213;"2016-11-30";6312
77.7896;150;134;"2016-11-30";6311
0.0000;0;61;"2016-11-30";6308
0.0000;0;0;"2016-11-30";6236
0.0000;0;0;"2016-11-30";5687
0.0000;0;0;"2016-11-30";5609
0.0000;0;0;"2016-11-30";5606
0.0000;0;0;"2016-11-30";4307
0.0000;0;0;"2016-11-30";3568
0.0000;0;0;"2016-11-30";3566
0.0000;0;0;"2016-11-30";3565
0.0000;0;0;"2016-11-30";2902
0.0000;0;44;"2016-11-30";2766
0.0000;0;15;"2016-11-30";2763
0.0000;0;0;"2016-11-30";2561
0.0000;0;2;"2016-11-30";2560
0.0000;0;1;"2016-11-30";2559
14.1089;15;24;"2016-11-30";2233
8.5593;10;9;"2016-11-30";2231
7.5750;0;33;"2016-11-30";752
0.0000;0;0;"2016-11-30";751
6.5448;36;100;"2016-11-30";744
54.6228;0;8358;"2016-11-30";260
66.3276;0;141;"2016-11-30";210
0.0000;0;995;"2016-11-30";-1
0.0000;0;272;"2016-11-30";-2
0.0000;0;2271;"2016-11-30";-3
0.0000;0;130;"2016-11-30";-4
0.0000;0;0;"2016-11-30";-5
85.3893;0;0;"2016-11-30";-6
0.0000;0;0;"2016-11-30";-7
70.7000;0;0;"2016-11-29";8397
10.3733;116;178;"2016-11-29";8005
60.5346;290;325;"2016-11-29";7487
117.5667;0;0;"2016-11-29";6957
0.0000;0;0;"2016-11-29";6945
0.3248;1;1;"2016-11-29";6944
133.5600;0;0;"2016-11-29";6788
0.0000;0;0;"2016-11-29";6734
396.4773;0;15;"2016-11-29";6718
0.0000;0;0;"2016-11-29";6606
101.0000;0;0;"2016-11-29";6579
0.0000;0;111;"2016-11-29";6413
0.0000;0;0;"2016-11-29";6412
0.0000;0;0;"2016-11-29";6411
0.0000;0;0;"2016-11-29";6383
288.8995;331;357;"2016-11-29";6317
199.1532;239;237;"2016-11-29";6316
431.4055;475;458;"2016-11-29";6315
0.7308;7;16;"2016-11-29";6314
11.2158;38;43;"2016-11-29";6313
144.4244;266;208;"2016-11-29";6312
65.7923;124;99;"2016-11-29";6311
0.0000;0;77;"2016-11-29";6308
0.0000;0;0;"2016-11-29";6236
0.0000;0;0;"2016-11-29";5687
0.0000;0;1;"2016-11-29";5609
0.0000;0;0;"2016-11-29";5606
0.0000;0;0;"2016-11-29";4307
0.0000;0;0;"2016-11-29";3568
0.0000;0;0;"2016-11-29";3566
0.0000;0;1;"2016-11-29";3565
0.0000;0;0;"2016-11-29";2902
0.0000;0;41;"2016-11-29";2766
0.0000;0;30;"2016-11-29";2763
0.0000;0;0;"2016-11-29";2561
0.0000;0;1;"2016-11-29";2560
0.0000;0;9;"2016-11-29";2559
14.8215;17;24;"2016-11-29";2233
9.8943;15;13;"2016-11-29";2231
0.0000;0;21;"2016-11-29";752
0.0000;0;0;"2016-11-29";751
6.3630;35;129;"2016-11-29";744
93.6390;0;5965;"2016-11-29";260
58.5244;0;163;"2016-11-29";210
0.0000;0;1082;"2016-11-29";-1
0.0000;0;393;"2016-11-29";-2
0.0000;0;2339;"2016-11-29";-3
0.0000;0;119;"2016-11-29";-4
0.0000;0;0;"2016-11-29";-5
85.3893;0;0;"2016-11-29";-6
0.0000;0;0;"2016-11-29";-7
54.7117;0;0;"2016-11-28";8397
11.4594;108;191;"2016-11-28";8005
41.7977;338;401;"2016-11-28";7487
117.5667;0;0;"2016-11-28";6957
0.0000;0;0;"2016-11-28";6945
0.0000;0;0;"2016-11-28";6944
133.5600;0;0;"2016-11-28";6788
0.0000;0;0;"2016-11-28";6734
396.4773;0;4;"2016-11-28";6718
0.0000;0;0;"2016-11-28";6606
101.0000;0;0;"2016-11-28";6579
0.0000;0;147;"2016-11-28";6413
0.0000;0;0;"2016-11-28";6412
0.0000;0;0;"2016-11-28";6411
0.0000;0;0;"2016-11-28";6383
261.0479;301;327;"2016-11-28";6317
218.2149;296;310;"2016-11-28";6316
430.9893;523;494;"2016-11-28";6315
7.9373;18;20;"2016-11-28";6314
5.7449;39;39;"2016-11-28";6313
101.4594;209;166;"2016-11-28";6312
66.6754;143;129;"2016-11-28";6311
0.0000;0;109;"2016-11-28";6308
0.0000;0;0;"2016-11-28";6236
0.0000;0;0;"2016-11-28";5687
0.0000;0;0;"2016-11-28";5609
0.0000;0;0;"2016-11-28";5606
0.0000;0;0;"2016-11-28";4307
0.0000;0;0;"2016-11-28";3568
0.0000;0;0;"2016-11-28";3566
0.0000;0;0;"2016-11-28";3565
0.0000;0;0;"2016-11-28";2902
0.0000;0;25;"2016-11-28";2766
0.0000;0;25;"2016-11-28";2763
0.0000;0;0;"2016-11-28";2561
0.0000;0;0;"2016-11-28";2560
0.0000;0;18;"2016-11-28";2559
13.1619;19;21;"2016-11-28";2233
9.6493;4;5;"2016-11-28";2231
0.0000;0;21;"2016-11-28";752
0.0000;0;0;"2016-11-28";751
1.9998;11;120;"2016-11-28";744
128.7536;0;6097;"2016-11-28";260
120.1701;0;223;"2016-11-28";210
0.0000;0;1275;"2016-11-28";-1
0.0000;0;708;"2016-11-28";-2
0.0000;0;2527;"2016-11-28";-3
0.0000;0;152;"2016-11-28";-4
0.0000;0;0;"2016-11-28";-5
85.3893;0;0;"2016-11-28";-6
0.0000;0;0;"2016-11-28";-7
67.5488;0;0;"2016-11-27";8397
6.8614;112;160;"2016-11-27";8005
59.0933;301;357;"2016-11-27";7487
117.5667;0;0;"2016-11-27";6957
0.0000;0;0;"2016-11-27";6945
0.0000;0;0;"2016-11-27";6944
133.5600;0;0;"2016-11-27";6788
0.0000;0;0;"2016-11-27";6734
396.4773;0;0;"2016-11-27";6718
0.0000;0;0;"2016-11-27";6606
101.0000;0;0;"2016-11-27";6579
0.0000;0;145;"2016-11-27";6413
0.0000;0;0;"2016-11-27";6412
0.0000;0;0;"2016-11-27";6411
0.0000;0;0;"2016-11-27";6383
269.3303;290;308;"2016-11-27";6317
145.3176;237;239;"2016-11-27";6316
254.3590;436;411;"2016-11-27";6315
1.7052;10;11;"2016-11-27";6314
7.3689;34;48;"2016-11-27";6313
0.0000;0;3;"2016-11-27";6312
0.0000;0;7;"2016-11-27";6311
0.0000;0;242;"2016-11-27";6308
0.0000;0;0;"2016-11-27";6236
0.0000;0;0;"2016-11-27";5687
0.0000;0;0;"2016-11-27";5609
0.0000;0;0;"2016-11-27";5606
0.0000;0;0;"2016-11-27";4307
0.0000;0;0;"2016-11-27";3568
0.0000;0;0;"2016-11-27";3566
0.0000;0;1;"2016-11-27";3565
